product_id,category,price,promotion_active,discount_percent,units_sold,inventory_level,day_of_week,day,month,year
1554,Electronics,1425,Yes,15,43,474,Sunday,26,5,2024
1110,Grocery,707,No,0,38,429,Saturday,30,11,2024
1803,Electronics,1130,No,0,20,172,Wednesday,20,2,2024
1257,Personal Care,2622,No,0,36,462,Sunday,27,2,2024
1619,Personal Care,544,No,0,38,463,Saturday,12,12,2024
1276,Electronics,2413,No,0,45,139,Sunday,19,10,2024
1795,Grocery,1113,No,0,10,274,Friday,1,12,2024
1274,Grocery,1828,No,0,29,126,Wednesday,17,8,2024
1869,Electronics,1125,Yes,10,29,279,Saturday,14,5,2024
1704,Clothing,1607,No,0,12,395,Monday,2,1,2024
1441,Home,2676,No,0,6,260,Friday,29,4,2024
1325,Home,778,No,0,31,458,Thursday,14,10,2024
1701,Electronics,1038,No,0,44,390,Saturday,12,11,2024
1036,Home,2734,Yes,5,16,335,Friday,3,8,2024
1059,Grocery,800,Yes,20,41,364,Saturday,8,7,2024
1261,Home,196,Yes,15,34,366,Sunday,7,10,2024
1234,Grocery,1574,Yes,0,16,348,Saturday,21,2,2024
1095,Clothing,2451,Yes,0,27,102,Friday,4,11,2024
1567,Personal Care,542,No,0,38,363,Saturday,22,11,2024
1792,Home,1036,Yes,30,29,296,Wednesday,26,5,2024
1615,Electronics,1968,Yes,0,21,245,Thursday,17,9,2024
1621,Grocery,2140,No,0,13,50,Friday,6,7,2024
1403,Home,1238,Yes,15,34,331,Friday,16,12,2024
1047,Home,1680,No,0,10,457,Wednesday,25,12,2024
1433,Personal Care,2234,Yes,30,20,97,Thursday,20,2,2024
1393,Grocery,993,Yes,15,27,352,Wednesday,19,4,2024
1116,Personal Care,63,Yes,15,18,92,Tuesday,2,2,2024
1052,Grocery,2815,Yes,5,17,190,Thursday,24,5,2024
1038,Clothing,1422,Yes,15,14,419,Monday,29,11,2024
1933,Electronics,1975,No,0,28,481,Sunday,4,11,2024
1793,Grocery,1976,No,0,31,174,Wednesday,25,11,2024
1741,Grocery,1767,Yes,15,28,336,Tuesday,1,8,2024
1885,Electronics,2114,Yes,5,38,452,Friday,25,5,2024
1248,Home,751,No,0,21,467,Tuesday,21,6,2024
1236,Electronics,2902,Yes,15,40,52,Monday,27,3,2024
1203,Grocery,1774,No,0,46,453,Saturday,7,7,2024
1719,Personal Care,771,Yes,20,17,330,Tuesday,15,9,2024
1800,Grocery,2175,No,0,28,228,Tuesday,6,7,2024
1867,Electronics,2701,No,0,27,200,Thursday,17,5,2024
1393,Personal Care,1227,No,0,17,368,Saturday,10,6,2024
1145,Personal Care,462,Yes,10,14,322,Thursday,22,11,2024
1096,Clothing,2628,Yes,20,50,150,Sunday,4,2,2024
1825,Clothing,2915,No,0,33,123,Sunday,22,5,2024
1196,Grocery,2014,Yes,5,26,347,Friday,7,1,2024
1247,Home,1767,Yes,0,50,425,Saturday,20,8,2024
1431,Clothing,2502,No,0,7,183,Wednesday,12,8,2024
1349,Grocery,1106,Yes,10,24,338,Sunday,18,11,2024
1160,Clothing,771,Yes,20,35,67,Tuesday,2,6,2024
1464,Grocery,2417,No,0,10,479,Wednesday,26,11,2024
1542,Personal Care,1987,Yes,10,17,362,Monday,30,7,2024
1048,Clothing,2971,No,0,24,67,Sunday,23,3,2024
1587,Personal Care,516,No,0,15,91,Thursday,23,5,2024
1560,Grocery,1408,Yes,10,7,431,Thursday,12,7,2024
1336,Electronics,916,Yes,10,28,156,Saturday,23,9,2024
1476,Personal Care,1803,No,0,3,41,Wednesday,24,2,2024
1984,Home,613,Yes,20,40,292,Friday,19,4,2024
1719,Personal Care,2616,Yes,15,46,442,Saturday,10,9,2024
1931,Home,904,Yes,10,21,104,Thursday,3,1,2024
1867,Clothing,572,No,0,23,66,Tuesday,2,10,2024
1517,Clothing,1840,No,0,23,33,Thursday,16,12,2024
1367,Personal Care,2371,Yes,5,25,43,Friday,17,1,2024
1083,Electronics,375,No,0,27,362,Tuesday,11,6,2024
1703,Home,1560,Yes,10,10,422,Tuesday,12,11,2024
1783,Electronics,1428,Yes,5,6,73,Wednesday,28,4,2024
1092,Grocery,391,Yes,5,36,213,Wednesday,4,6,2024
1812,Grocery,1901,No,0,35,201,Monday,14,5,2024
1205,Grocery,1270,No,0,15,291,Monday,24,4,2024
1697,Electronics,1929,No,0,9,482,Thursday,12,6,2024
1051,Clothing,408,No,0,47,463,Sunday,31,5,2024
1421,Home,1247,No,0,31,224,Monday,5,5,2024
1793,Clothing,2498,No,0,36,244,Tuesday,27,1,2024
1551,Clothing,1738,No,0,30,299,Wednesday,28,5,2024
1503,Grocery,118,No,0,26,365,Monday,12,7,2024
1117,Grocery,1155,Yes,0,34,171,Sunday,1,5,2024
1454,Personal Care,2018,Yes,30,34,470,Monday,1,10,2024
1505,Clothing,715,Yes,15,43,71,Thursday,19,2,2024
1307,Personal Care,1631,No,0,14,277,Thursday,24,8,2024
1613,Electronics,2421,Yes,20,44,294,Friday,31,8,2024
1918,Grocery,1587,Yes,20,26,104,Friday,7,9,2024
1230,Clothing,2646,No,0,5,439,Thursday,12,7,2024
1957,Personal Care,381,No,0,8,383,Thursday,24,12,2024
1106,Home,365,Yes,15,29,265,Tuesday,23,10,2024
1513,Electronics,1944,Yes,15,43,84,Wednesday,26,2,2024
1445,Personal Care,1416,No,0,35,230,Friday,9,3,2024
1724,Electronics,1325,Yes,30,54,484,Sunday,5,5,2024
1301,Grocery,1933,No,0,37,330,Saturday,8,6,2024
1242,Electronics,580,Yes,5,18,394,Sunday,21,2,2024
1994,Home,534,Yes,10,35,300,Monday,24,10,2024
1617,Clothing,574,No,0,22,412,Friday,5,12,2024
1761,Grocery,2668,Yes,5,17,151,Tuesday,29,2,2024
1696,Grocery,2922,No,0,36,454,Saturday,8,2,2024
1915,Home,228,No,0,36,51,Friday,26,10,2024
1060,Grocery,2816,Yes,30,48,182,Saturday,23,11,2024
1452,Personal Care,1601,No,0,14,256,Tuesday,14,12,2024
1140,Home,2982,Yes,5,16,21,Thursday,23,4,2024
1314,Electronics,2897,Yes,30,22,432,Monday,10,11,2024
1055,Personal Care,1501,Yes,10,29,347,Monday,14,12,2024
1470,Personal Care,265,No,0,9,330,Thursday,8,1,2024
1660,Personal Care,2566,Yes,20,12,207,Wednesday,14,6,2024
1614,Home,2063,No,0,7,323,Tuesday,17,4,2024
1939,Grocery,2647,No,0,40,382,Monday,28,6,2024
1896,Personal Care,2384,No,0,9,181,Wednesday,19,2,2024
1522,Clothing,1301,No,0,10,400,Monday,4,8,2024
1543,Electronics,237,No,0,27,338,Saturday,3,6,2024
1500,Personal Care,1378,Yes,20,27,174,Thursday,25,9,2024
1974,Personal Care,1139,No,0,27,53,Thursday,24,12,2024
1133,Grocery,596,No,0,8,399,Thursday,6,5,2024
1474,Home,2240,Yes,20,37,75,Friday,9,3,2024
1752,Grocery,1330,No,0,29,50,Thursday,8,12,2024
1437,Personal Care,1113,Yes,5,35,107,Wednesday,12,6,2024
1614,Grocery,907,No,0,37,481,Sunday,24,10,2024
1739,Personal Care,2025,Yes,20,23,372,Tuesday,26,9,2024
1507,Home,54,Yes,0,46,452,Sunday,15,1,2024
1947,Grocery,2917,No,0,40,40,Saturday,27,8,2024
1527,Clothing,1394,Yes,30,19,232,Wednesday,26,9,2024
1209,Grocery,1226,No,0,30,198,Monday,7,4,2024
1928,Personal Care,460,Yes,20,39,269,Monday,26,1,2024
1226,Electronics,1418,No,0,19,171,Wednesday,10,1,2024
1561,Clothing,167,Yes,15,34,317,Thursday,9,6,2024
1623,Personal Care,822,No,0,6,72,Thursday,13,11,2024
1871,Electronics,256,Yes,30,31,84,Tuesday,13,4,2024
1504,Clothing,1260,Yes,20,22,274,Monday,27,1,2024
1901,Grocery,935,Yes,5,18,171,Saturday,30,6,2024
1367,Clothing,1508,Yes,5,20,241,Tuesday,30,9,2024
1842,Electronics,279,Yes,15,34,70,Sunday,4,3,2024
1557,Home,2410,No,0,31,441,Sunday,10,10,2024
1203,Home,2247,Yes,30,42,249,Tuesday,4,3,2024
1881,Personal Care,1202,Yes,20,31,65,Friday,26,1,2024
1174,Home,544,Yes,30,35,454,Thursday,2,2,2024
1354,Home,2348,Yes,0,35,144,Tuesday,6,11,2024
1024,Clothing,1755,Yes,30,24,27,Tuesday,31,10,2024
1502,Grocery,2685,Yes,20,18,175,Thursday,24,9,2024
1854,Electronics,2640,Yes,30,52,475,Sunday,9,9,2024
1469,Home,1348,No,0,33,123,Monday,30,8,2024
1197,Clothing,605,No,0,23,160,Thursday,19,5,2024
1149,Personal Care,2576,Yes,30,43,474,Friday,11,10,2024
1837,Grocery,2241,Yes,10,33,256,Monday,16,4,2024
1583,Home,1599,No,0,8,278,Thursday,14,11,2024
1520,Home,644,No,0,13,388,Monday,10,2,2024
1566,Electronics,494,Yes,0,9,443,Monday,14,12,2024
1864,Personal Care,1181,Yes,0,32,122,Wednesday,10,3,2024
1352,Personal Care,322,No,0,18,101,Monday,28,7,2024
1029,Home,896,No,0,6,124,Tuesday,17,2,2024
1629,Personal Care,679,Yes,10,22,315,Wednesday,12,4,2024
1761,Electronics,1196,No,0,27,154,Sunday,13,12,2024
1815,Grocery,2303,No,0,6,106,Friday,27,11,2024
1068,Electronics,1321,Yes,0,20,318,Friday,21,2,2024
1848,Electronics,2802,Yes,15,31,159,Tuesday,17,11,2024
1388,Personal Care,2522,Yes,20,29,138,Friday,5,11,2024
1893,Grocery,1212,Yes,30,31,220,Sunday,25,4,2024
1302,Personal Care,1044,No,0,13,80,Thursday,22,9,2024
1241,Grocery,2315,Yes,30,46,107,Friday,29,5,2024
1588,Personal Care,2407,No,0,23,179,Monday,21,7,2024
1233,Clothing,1909,No,0,20,111,Sunday,15,12,2024
1733,Personal Care,881,Yes,5,17,358,Monday,29,3,2024
1518,Personal Care,2682,No,0,14,261,Friday,25,8,2024
1275,Electronics,2870,Yes,10,26,395,Monday,8,10,2024
1752,Electronics,1231,No,0,42,210,Sunday,8,10,2024
1160,Home,1508,Yes,20,30,273,Friday,15,7,2024
1446,Personal Care,406,Yes,0,19,182,Friday,5,9,2024
1092,Personal Care,2647,No,0,50,361,Sunday,11,12,2024
1170,Personal Care,2932,Yes,15,48,265,Saturday,19,7,2024
1181,Electronics,2590,No,0,6,172,Tuesday,30,12,2024
1562,Home,746,Yes,10,45,65,Saturday,12,4,2024
1451,Grocery,367,No,0,37,103,Sunday,26,5,2024
1613,Clothing,2562,No,0,5,438,Friday,5,8,2024
1047,Electronics,821,No,0,37,194,Friday,27,11,2024
1237,Home,2047,No,0,15,167,Thursday,16,4,2024
1634,Home,995,No,0,22,199,Friday,22,11,2024
1343,Clothing,2652,Yes,5,50,337,Saturday,3,7,2024
1880,Clothing,1829,No,0,31,274,Saturday,14,11,2024
1147,Personal Care,1617,No,0,32,221,Thursday,24,9,2024
1126,Personal Care,1830,Yes,5,11,400,Tuesday,8,1,2024
1107,Grocery,266,No,0,21,35,Sunday,24,8,2024
1322,Home,727,No,0,13,26,Saturday,30,8,2024
1381,Home,2577,Yes,20,24,74,Monday,4,7,2024
1205,Home,500,No,0,35,493,Thursday,22,3,2024
1628,Grocery,2041,No,0,8,138,Friday,3,5,2024
1011,Personal Care,817,No,0,11,278,Thursday,18,12,2024
1521,Electronics,1127,Yes,10,36,143,Thursday,16,11,2024
1086,Personal Care,1079,Yes,30,13,350,Monday,23,1,2024
1150,Personal Care,170,Yes,10,45,427,Sunday,24,8,2024
1768,Personal Care,2597,Yes,15,20,387,Friday,8,8,2024
1228,Personal Care,1066,Yes,0,10,459,Tuesday,4,4,2024
1942,Home,2349,No,0,28,165,Monday,13,12,2024
1674,Home,1109,Yes,15,15,224,Wednesday,15,6,2024
1791,Grocery,1348,Yes,20,34,448,Wednesday,30,6,2024
1749,Clothing,2022,No,0,24,282,Sunday,25,10,2024
1731,Personal Care,1702,Yes,5,39,183,Friday,16,12,2024
1503,Clothing,1791,No,0,21,302,Saturday,5,11,2024
1363,Personal Care,1270,No,0,10,324,Thursday,20,3,2024
1025,Personal Care,2628,Yes,15,26,133,Sunday,10,3,2024
1174,Personal Care,1288,No,0,36,392,Monday,24,1,2024
1828,Home,1968,Yes,15,40,139,Monday,29,4,2024
1189,Grocery,2131,Yes,20,42,329,Tuesday,24,4,2024
1427,Personal Care,819,No,0,46,288,Sunday,21,11,2024
1901,Grocery,2420,No,0,39,230,Thursday,12,4,2024
1651,Electronics,2876,Yes,20,27,72,Monday,9,11,2024
1176,Grocery,2300,No,0,32,330,Wednesday,4,6,2024
1068,Personal Care,616,No,0,37,259,Wednesday,7,8,2024
1693,Personal Care,2640,Yes,20,45,434,Saturday,16,8,2024
1238,Personal Care,2718,No,0,22,180,Tuesday,12,10,2024
1487,Electronics,1807,No,0,22,163,Monday,2,10,2024
1901,Grocery,357,Yes,30,22,163,Sunday,20,3,2024
1853,Personal Care,1271,No,0,48,500,Saturday,1,4,2024
1296,Electronics,437,No,0,26,135,Thursday,5,12,2024
1959,Grocery,1901,No,0,31,412,Monday,13,7,2024
1613,Home,2378,Yes,20,54,169,Saturday,7,7,2024
1530,Electronics,240,No,0,18,259,Tuesday,17,11,2024
1477,Clothing,2500,No,0,35,150,Friday,23,1,2024
1121,Grocery,2309,No,0,31,96,Saturday,18,7,2024
1623,Clothing,2671,No,0,40,397,Saturday,10,7,2024
1974,Home,1222,No,0,30,400,Sunday,9,8,2024
1377,Electronics,780,Yes,30,30,76,Tuesday,12,7,2024
1409,Grocery,1421,No,0,15,205,Tuesday,4,12,2024
1945,Grocery,1238,No,0,26,155,Saturday,15,4,2024
1423,Personal Care,2939,No,0,29,450,Wednesday,27,3,2024
1637,Grocery,1928,Yes,0,25,206,Friday,3,7,2024
1082,Clothing,2050,Yes,15,6,25,Thursday,16,3,2024
1278,Clothing,1012,Yes,15,46,315,Saturday,27,9,2024
1759,Grocery,1412,No,0,8,185,Tuesday,9,12,2024
1051,Electronics,1399,No,0,20,441,Saturday,17,11,2024
1712,Clothing,1592,No,0,31,139,Tuesday,28,2,2024
1545,Home,156,Yes,30,52,68,Saturday,12,3,2024
1704,Clothing,703,No,0,47,243,Sunday,24,9,2024
1196,Home,1582,No,0,12,34,Saturday,24,2,2024
1557,Clothing,2213,Yes,30,27,58,Thursday,10,3,2024
1694,Grocery,2513,Yes,15,37,73,Tuesday,29,9,2024
1330,Electronics,81,No,0,29,311,Monday,26,5,2024
1374,Grocery,1342,No,0,34,193,Thursday,31,1,2024
1899,Personal Care,1630,No,0,39,298,Monday,23,2,2024
1670,Electronics,1837,No,0,36,69,Saturday,11,12,2024
1721,Personal Care,2055,No,0,38,239,Tuesday,4,5,2024
1526,Home,730,No,0,26,413,Friday,18,9,2024
1706,Electronics,1608,No,0,43,406,Sunday,27,8,2024
1902,Grocery,1161,Yes,0,34,279,Friday,3,12,2024
1917,Clothing,2570,No,0,8,167,Friday,1,4,2024
1962,Home,858,No,0,29,284,Monday,2,4,2024
1468,Home,495,Yes,20,22,108,Thursday,16,5,2024
1216,Home,813,Yes,10,15,41,Saturday,8,5,2024
1716,Grocery,1919,Yes,0,34,352,Friday,6,6,2024
1187,Electronics,1210,Yes,30,14,371,Friday,1,6,2024
1750,Grocery,190,Yes,30,34,404,Monday,16,10,2024
1083,Electronics,2627,Yes,15,22,231,Monday,16,7,2024
1979,Electronics,1648,No,0,21,25,Sunday,19,1,2024
1874,Clothing,1587,Yes,15,12,157,Tuesday,10,2,2024
1479,Home,560,Yes,20,47,398,Saturday,4,1,2024
1448,Clothing,1736,No,0,36,111,Saturday,12,3,2024
1029,Personal Care,1846,No,0,37,469,Sunday,1,6,2024
1872,Clothing,1945,Yes,5,44,361,Saturday,20,5,2024
1663,Home,1233,Yes,10,20,48,Sunday,23,5,2024
1014,Home,148,No,0,28,264,Sunday,2,7,2024
1072,Personal Care,1836,Yes,5,34,34,Saturday,7,9,2024
1584,Clothing,1847,Yes,10,42,85,Tuesday,4,9,2024
1621,Clothing,1552,No,0,32,319,Saturday,10,8,2024
1543,Clothing,1584,Yes,20,43,278,Saturday,9,11,2024
1141,Electronics,1357,No,0,22,22,Wednesday,6,3,2024
1348,Clothing,436,No,0,39,409,Friday,10,7,2024
1590,Home,264,Yes,0,35,214,Sunday,5,1,2024
1867,Clothing,1306,No,0,28,305,Sunday,11,2,2024
1694,Grocery,1988,Yes,30,32,165,Monday,12,11,2024
1937,Clothing,2626,Yes,30,21,64,Thursday,28,9,2024
1801,Home,423,No,0,37,417,Monday,20,4,2024
1442,Clothing,2369,Yes,20,14,93,Friday,23,7,2024
1105,Home,2572,Yes,15,15,408,Monday,30,8,2024
1151,Electronics,949,Yes,20,22,314,Friday,28,6,2024
1077,Home,2338,No,0,26,26,Friday,13,2,2024
1395,Electronics,2616,No,0,28,49,Friday,22,8,2024
1520,Personal Care,109,No,0,13,55,Wednesday,24,12,2024
1719,Home,2447,Yes,15,37,318,Sunday,27,1,2024
1984,Grocery,2492,No,0,30,93,Tuesday,17,11,2024
1652,Electronics,439,No,0,41,133,Saturday,21,8,2024
1645,Personal Care,2554,Yes,15,24,111,Friday,14,3,2024
1711,Clothing,947,Yes,20,10,118,Tuesday,8,3,2024
1518,Clothing,2922,Yes,10,42,368,Friday,16,11,2024
1058,Personal Care,2315,Yes,15,13,142,Thursday,25,5,2024
1462,Personal Care,1964,Yes,30,28,468,Tuesday,14,9,2024
1316,Electronics,2458,Yes,15,31,216,Thursday,4,2,2024
1237,Electronics,2017,Yes,0,35,249,Friday,27,8,2024
1116,Electronics,2096,No,0,36,200,Sunday,29,6,2024
1116,Grocery,577,No,0,31,433,Tuesday,29,5,2024
1536,Clothing,1081,No,0,17,274,Sunday,2,3,2024
1830,Personal Care,2886,No,0,35,399,Monday,4,12,2024
1063,Personal Care,1919,No,0,20,290,Wednesday,13,9,2024
1327,Electronics,1326,Yes,30,52,207,Saturday,16,4,2024
1114,Home,2586,No,0,45,274,Saturday,19,12,2024
1642,Clothing,1396,Yes,20,19,335,Thursday,16,9,2024
1217,Electronics,2882,No,0,45,153,Sunday,20,1,2024
1896,Grocery,1595,Yes,20,23,268,Tuesday,2,12,2024
1498,Personal Care,322,Yes,10,8,86,Friday,30,5,2024
1096,Clothing,1304,No,0,16,483,Tuesday,16,11,2024
1265,Personal Care,1176,No,0,16,173,Monday,13,12,2024
1395,Home,2553,No,0,8,209,Tuesday,16,12,2024
1547,Grocery,919,Yes,20,27,37,Wednesday,4,12,2024
1519,Electronics,146,No,0,37,95,Thursday,12,2,2024
1302,Personal Care,2282,Yes,15,28,38,Sunday,3,12,2024
1062,Electronics,262,Yes,0,10,319,Wednesday,9,6,2024
1660,Personal Care,1747,No,0,9,314,Tuesday,4,2,2024
1140,Home,569,No,0,24,116,Sunday,27,4,2024
1007,Personal Care,917,Yes,20,31,134,Monday,2,8,2024
1112,Grocery,567,Yes,10,37,136,Friday,24,12,2024
1095,Clothing,2592,No,0,38,85,Monday,29,1,2024
1777,Personal Care,1894,No,0,40,354,Sunday,28,6,2024
1029,Clothing,906,Yes,30,13,423,Wednesday,8,4,2024
1833,Home,1772,No,0,43,448,Saturday,23,4,2024
1258,Home,934,No,0,33,444,Thursday,13,2,2024
1028,Clothing,911,No,0,6,75,Wednesday,11,4,2024
1695,Electronics,2410,No,0,15,40,Tuesday,2,4,2024
1580,Home,2861,Yes,5,1,38,Tuesday,17,9,2024
1438,Grocery,779,Yes,0,21,48,Monday,16,6,2024
1215,Clothing,1366,No,0,5,333,Tuesday,29,7,2024
1450,Electronics,293,Yes,20,16,454,Wednesday,10,6,2024
2000,Electronics,1058,Yes,5,28,385,Wednesday,24,10,2024
1883,Personal Care,2212,Yes,15,39,298,Monday,1,4,2024
1673,Clothing,1041,Yes,0,7,333,Monday,16,12,2024
1499,Personal Care,2761,Yes,30,45,172,Wednesday,15,2,2024
1940,Clothing,2947,Yes,15,33,333,Sunday,27,6,2024
1135,Clothing,242,No,0,32,344,Monday,1,2,2024
1386,Clothing,1252,Yes,15,16,238,Friday,11,10,2024
1814,Personal Care,1717,No,0,38,465,Wednesday,14,5,2024
1494,Clothing,759,No,0,17,437,Friday,8,12,2024
1320,Clothing,2087,No,0,29,388,Friday,8,7,2024
1158,Grocery,977,Yes,20,38,90,Saturday,11,1,2024
1448,Grocery,1270,No,0,36,385,Sunday,17,2,2024
1094,Electronics,1837,No,0,35,257,Sunday,11,9,2024
1772,Personal Care,620,No,0,31,46,Wednesday,26,10,2024
1417,Home,922,No,0,10,395,Thursday,1,2,2024
1549,Clothing,481,Yes,10,12,68,Tuesday,15,4,2024
1050,Clothing,1507,Yes,30,21,85,Thursday,10,2,2024
1268,Grocery,2556,No,0,20,111,Friday,24,10,2024
1086,Clothing,2959,Yes,15,38,426,Sunday,9,8,2024
1746,Clothing,2120,Yes,10,28,304,Monday,5,5,2024
1626,Grocery,2600,Yes,5,41,182,Tuesday,25,8,2024
1237,Grocery,1642,No,0,40,444,Tuesday,22,2,2024
1390,Home,354,No,0,22,414,Wednesday,13,2,2024
1982,Grocery,2483,No,0,36,342,Sunday,17,6,2024
1210,Grocery,995,No,0,5,342,Wednesday,27,9,2024
1818,Electronics,725,No,0,44,100,Sunday,15,12,2024
1991,Grocery,1501,Yes,10,40,141,Saturday,1,12,2024
1571,Personal Care,169,No,0,24,37,Friday,31,12,2024
1258,Clothing,2901,Yes,15,31,295,Friday,20,5,2024
1509,Electronics,981,No,0,12,64,Thursday,2,11,2024
1849,Home,1712,Yes,20,37,40,Monday,29,2,2024
1549,Grocery,544,Yes,10,11,394,Thursday,9,2,2024
1206,Electronics,547,Yes,5,24,348,Sunday,2,1,2024
1082,Clothing,113,Yes,15,41,352,Thursday,13,10,2024
1038,Electronics,188,Yes,15,36,405,Friday,14,1,2024
1907,Grocery,1882,No,0,31,267,Thursday,24,4,2024
1114,Clothing,1858,Yes,15,24,67,Sunday,12,6,2024
1116,Home,895,Yes,30,13,356,Tuesday,26,5,2024
1487,Grocery,2304,No,0,49,59,Sunday,23,9,2024
1190,Electronics,1445,Yes,0,30,382,Saturday,29,6,2024
1506,Grocery,684,No,0,35,338,Tuesday,26,11,2024
1937,Home,544,No,0,40,378,Friday,16,2,2024
1632,Grocery,2689,No,0,11,429,Tuesday,10,11,2024
1408,Home,288,Yes,10,20,390,Saturday,29,10,2024
1473,Grocery,317,No,0,36,272,Sunday,24,3,2024
1386,Home,992,Yes,5,2,31,Wednesday,28,2,2024
1784,Grocery,2592,Yes,5,38,142,Saturday,8,8,2024
1568,Clothing,440,No,0,34,339,Thursday,25,8,2024
1448,Grocery,1697,No,0,29,443,Monday,11,3,2024
1919,Electronics,1162,Yes,15,37,329,Thursday,7,7,2024
1597,Clothing,1647,Yes,20,43,126,Thursday,15,4,2024
1300,Electronics,163,No,0,21,308,Thursday,30,4,2024
1085,Home,2110,No,0,28,84,Thursday,7,9,2024
1545,Electronics,163,No,0,30,414,Thursday,16,2,2024
1854,Home,1434,Yes,30,54,368,Saturday,9,9,2024
1507,Clothing,2114,No,0,8,323,Monday,2,10,2024
1759,Personal Care,2436,Yes,15,52,396,Sunday,4,12,2024
1722,Home,1487,Yes,0,44,323,Saturday,13,7,2024
1517,Grocery,2442,Yes,10,20,20,Sunday,21,10,2024
1134,Personal Care,1207,No,0,40,272,Wednesday,27,11,2024
1643,Clothing,1946,No,0,29,29,Wednesday,10,10,2024
1932,Personal Care,2764,Yes,10,41,58,Thursday,14,1,2024
1335,Personal Care,1663,No,0,9,486,Tuesday,9,6,2024
1928,Home,831,No,0,31,322,Friday,1,4,2024
1646,Clothing,1525,No,0,37,235,Thursday,24,7,2024
1793,Grocery,1101,No,0,9,246,Thursday,7,12,2024
1564,Clothing,439,No,0,21,233,Saturday,1,6,2024
1039,Personal Care,654,No,0,28,252,Friday,27,11,2024
1009,Grocery,762,No,0,10,223,Thursday,11,11,2024
1298,Grocery,316,Yes,30,49,86,Saturday,1,4,2024
1484,Personal Care,2540,No,0,16,294,Friday,12,7,2024
1498,Grocery,2112,No,0,32,174,Saturday,11,2,2024
1503,Personal Care,1904,Yes,30,29,62,Tuesday,27,8,2024
1163,Home,888,Yes,10,52,148,Sunday,24,6,2024
1669,Grocery,589,No,0,7,158,Friday,3,6,2024
1973,Grocery,2965,Yes,0,25,292,Tuesday,12,8,2024
1361,Electronics,1016,No,0,19,219,Wednesday,12,5,2024
1899,Grocery,1535,No,0,5,124,Wednesday,28,8,2024
1127,Grocery,799,No,0,14,285,Monday,19,8,2024
1177,Personal Care,922,Yes,15,44,175,Sunday,17,4,2024
1135,Personal Care,1289,Yes,20,36,86,Monday,4,10,2024
1600,Home,2032,Yes,15,30,34,Saturday,19,8,2024
1204,Home,1281,No,0,29,54,Friday,17,1,2024
1115,Home,1182,Yes,15,51,85,Saturday,3,7,2024
1511,Personal Care,103,Yes,5,8,417,Friday,3,6,2024
1777,Clothing,1618,No,0,32,301,Monday,16,4,2024
1273,Grocery,1404,Yes,15,38,141,Saturday,15,9,2024
1771,Personal Care,2235,No,0,29,185,Wednesday,4,1,2024
1480,Clothing,204,No,0,13,324,Thursday,12,3,2024
1755,Clothing,1495,Yes,20,24,74,Monday,5,2,2024
1752,Clothing,2561,No,0,19,103,Monday,29,9,2024
1743,Electronics,2731,No,0,46,304,Saturday,21,10,2024
1315,Electronics,1990,No,0,26,455,Monday,10,5,2024
1291,Home,600,Yes,0,18,90,Monday,16,9,2024
1787,Personal Care,1084,No,0,44,325,Saturday,17,9,2024
1533,Grocery,1285,Yes,10,21,416,Saturday,6,8,2024
1872,Clothing,2502,No,0,26,165,Monday,19,4,2024
1705,Clothing,1817,No,0,8,242,Friday,30,9,2024
1780,Clothing,2045,No,0,28,28,Wednesday,9,2,2024
1875,Personal Care,1545,Yes,30,30,216,Monday,19,5,2024
1943,Grocery,1244,No,0,24,390,Monday,29,9,2024
1795,Personal Care,1006,Yes,5,22,372,Tuesday,3,7,2024
1224,Clothing,2131,Yes,10,27,289,Friday,6,2,2024
1621,Home,2302,Yes,20,23,135,Sunday,26,9,2024
1796,Home,453,No,0,38,352,Friday,5,11,2024
1185,Grocery,2172,Yes,10,2,30,Thursday,2,12,2024
1214,Home,1366,Yes,0,24,226,Sunday,30,11,2024
1497,Home,172,Yes,5,36,432,Sunday,7,1,2024
1202,Grocery,92,Yes,30,45,69,Monday,29,11,2024
1876,Home,589,Yes,30,28,145,Saturday,21,6,2024
1324,Electronics,674,No,0,27,278,Sunday,2,9,2024
1350,Personal Care,1880,Yes,15,18,339,Monday,12,10,2024
1678,Home,2474,Yes,10,25,88,Sunday,26,3,2024
1136,Home,2127,No,0,17,256,Tuesday,5,11,2024
1529,Clothing,2416,No,0,24,303,Friday,8,8,2024
1219,Grocery,1785,No,0,7,156,Monday,29,7,2024
1097,Grocery,1787,No,0,12,48,Saturday,17,12,2024
1766,Electronics,1516,No,0,28,145,Tuesday,9,1,2024
1843,Clothing,2831,Yes,10,41,254,Sunday,21,9,2024
1462,Personal Care,1736,No,0,21,123,Thursday,24,5,2024
1825,Electronics,2107,No,0,29,232,Saturday,13,7,2024
1417,Electronics,2076,Yes,20,38,389,Saturday,23,1,2024
1214,Grocery,1808,No,0,47,376,Saturday,13,9,2024
1419,Electronics,1372,No,0,5,187,Monday,27,10,2024
1588,Personal Care,1940,Yes,30,26,26,Wednesday,23,12,2024
1911,Grocery,2399,No,0,31,383,Tuesday,15,1,2024
1863,Personal Care,2864,Yes,15,17,102,Tuesday,11,1,2024
1565,Home,1700,Yes,20,39,53,Monday,20,12,2024
1849,Home,1056,No,0,28,51,Monday,27,5,2024
1813,Clothing,821,Yes,5,20,206,Thursday,17,6,2024
1773,Personal Care,123,Yes,0,15,441,Thursday,1,7,2024
